Model,Accuracy,Norm_acc,Overall_logits_mean,Overall_logits_std,ECE_logits,Task,Num_choices,Model_name,Prompt,Model_family,Model_version,Model_type,Model_size
Mistral-Nemo-Base-2407_base_new_56,0.67,0.3400000000000001,0.6137236817181111,0.0974549359468377,0.0995101191103458,CoLA,2,Mistral-Nemo-Base-2407,base_new_56,mistral,nemo,base,12
Mixtral-8x7B-v0.1_base_45,0.84,0.6799999999999999,0.6628658586740493,0.1150727587769764,0.1771341413259506,CoLA,2,Mixtral-8x7B-v0.1,base_45,mistral,0.1,base,13
Mixtral-8x7B-v0.1_base_new_56,0.77,0.54,0.5870053161680698,0.0756723291041074,0.1829946838319301,CoLA,2,Mixtral-8x7B-v0.1,base_new_56,mistral,0.1,base,13
Llama-2-7b-hf_base_45,0.625,0.25,0.5599434408545494,0.0520038530751911,0.0650565591454506,CoLA,2,Llama-2-7b-hf,base_45,llama,2,base,7
Llama-2-7b-hf_base_new_56,0.665,0.33,0.5553713992238045,0.0469914163823622,0.1096286007761956,CoLA,2,Llama-2-7b-hf,base_new_56,llama,2,base,7
Llama-2-13b-hf_base_45,0.535,0.07,0.5663808666169643,0.0535083517038296,0.0337975566089153,CoLA,2,Llama-2-13b-hf,base_45,llama,2,base,13
Llama-2-13b-hf_base_new_56,0.625,0.25,0.565782195776701,0.0661134006030905,0.0837496523559093,CoLA,2,Llama-2-13b-hf,base_new_56,llama,2,base,13
Llama-3.1-8B_base_45,0.545,0.09,0.5686426398158073,0.065161832406864,0.0573089143633842,CoLA,2,Llama-3.1-8B,base_45,llama,3.1,base,8
Llama-3.1-8B_base_new_56,0.635,0.27,0.5494281250238419,0.0381316067523332,0.0855718749761581,CoLA,2,Llama-3.1-8B,base_new_56,llama,3.1,base,8
Meta-Llama-3-8B_base_45,0.57,0.1399999999999999,0.5808518114686012,0.0686308874758569,0.0526441159844398,CoLA,2,Meta-Llama-3-8B,base_45,llama,3,base,8
Meta-Llama-3-8B_base_new_56,0.645,0.29,0.5428648956120015,0.03264405002447,0.1207700540125369,CoLA,2,Meta-Llama-3-8B,base_new_56,llama,3,base,8
Llama-3.2-3B_base_45,0.56,0.1200000000000001,0.6128183595836163,0.0780886095446995,0.0796702899038791,CoLA,2,Llama-3.2-3B,base_45,llama,3.2,base,3
Llama-3.2-3B_base_new_56,0.595,0.1899999999999999,0.5694497787952423,0.0656014884942605,0.0489032018184662,CoLA,2,Llama-3.2-3B,base_new_56,llama,3.2,base,3
Qwen2.5-3B-Instruct_instruct_2,0.6834170854271356,0.3668341708542713,0.9573664675601122,0.0933183932510433,0.2825269595030391,CoLA,2,Qwen2.5-3B-Instruct,instruct_2,qwen,2.5,instruct,3
Qwen2.5-7B-Instruct_instruct_2,0.79,0.5800000000000001,0.9672124069586996,0.0886692113224895,0.1772124069586995,CoLA,2,Qwen2.5-7B-Instruct,instruct_2,qwen,2.5,instruct,7
Qwen2.5-14B-Instruct_instruct_2,0.835,0.6699999999999999,0.9919987565889248,0.0507528819543717,0.1642056179980376,CoLA,2,Qwen2.5-14B-Instruct,instruct_2,qwen,2.5,instruct,14
Qwen3-4B-Instruct-2507_instruct_2,0.8844221105527639,0.7688442211055277,0.9887122118857864,0.0522634992170438,0.1083839043485593,CoLA,2,Qwen3-4B-Instruct-2507,instruct_2,qwen,3,instruct,4
Mistral-7B-Instruct-v0.1_instruct_2,0.76,0.52,0.7843745904960499,0.1542579107487578,0.0868731693227524,CoLA,2,Mistral-7B-Instruct-v0.1,instruct_2,mistral,0.1,instruct,7
Mistral-7B-Instruct-v0.2_instruct_2,0.84,0.6799999999999999,0.9952933194064348,0.0410258787405478,0.1634520093908084,CoLA,2,Mistral-7B-Instruct-v0.2,instruct_2,mistral,0.2,instruct,7
Mistral-7B-Instruct-v0.3_instruct_2,0.78,0.56,0.9821324769100528,0.0641060910080568,0.2021324769100528,CoLA,2,Mistral-7B-Instruct-v0.3,instruct_2,mistral,0.3,instruct,7
Mistral-Nemo-Instruct-2407_instruct_2,0.81,0.6200000000000001,0.927324491107218,0.1192524127317753,0.1331019599162916,CoLA,2,Mistral-Nemo-Instruct-2407,instruct_2,mistral,nemo,instruct,12
Mixtral-8x7B-Instruct-v0.1_instruct_2,0.826530612244898,0.653061224489796,0.9988797963279648,0.0156070328048976,0.1723491840830668,CoLA,2,Mixtral-8x7B-Instruct-v0.1,instruct_2,mistral,0.1,instruct,13
Llama-2-7b-chat-hf_instruct_2,0.6,0.1999999999999999,0.8675403968587255,0.1601875086512479,0.2675403968587256,CoLA,2,Llama-2-7b-chat-hf,instruct_2,llama,2,instruct,7
Llama-2-13b-chat-hf_instruct_2,0.7096774193548387,0.4193548387096775,0.9890222719191613,0.0215620230026386,0.2793448525643227,CoLA,2,Llama-2-13b-chat-hf,instruct_2,llama,2,instruct,13
Meta-Llama-3.1-8B-Instruct_instruct_2,0.65,0.3,0.8305621135122685,0.1375791482477101,0.1805621135122685,CoLA,2,Meta-Llama-3.1-8B-Instruct,instruct_2,llama,3.1,instruct,8
Llama-3.2-3B-Instruct_instruct_2,0.5829145728643216,0.1658291457286431,0.8615218623886257,0.1316515632438601,0.2809733967769474,CoLA,2,Llama-3.2-3B-Instruct,instruct_2,llama,3.2,instruct,3
Meta-Llama-3-8B-Instruct_instruct_2,0.685,0.3700000000000001,0.9215663118986308,0.1388075361696004,0.2716242356481397,CoLA,2,Meta-Llama-3-8B-Instruct,instruct_2,llama,3,instruct,8
Qwen2.5-3B_base_withoutConfidence,0.75,0.5,0.7571509516239167,0.1499788585294373,0.0617208617925644,CoLA,2,Qwen2.5-3B,base_withoutConfidence,qwen,2.5,base,3
Qwen2.5-7B_base_withoutConfidence,0.845,0.69,0.8074571833014488,0.1346870247882154,0.0375428166985512,CoLA,2,Qwen2.5-7B,base_withoutConfidence,qwen,2.5,base,7
Qwen2.5-14B_base_withoutConfidence,0.835,0.6699999999999999,0.8317942622303963,0.1427490412567082,0.0218957933783531,CoLA,2,Qwen2.5-14B,base_withoutConfidence,qwen,2.5,base,14
Qwen3-4B-Base_base_withoutConfidence,0.82,0.6399999999999999,0.8316443151235581,0.1430942272345617,0.0457158470153808,CoLA,2,Qwen3-4B-Base,base_withoutConfidence,qwen,3,base,4
Qwen3-8B-Base_base_withoutConfidence,0.85,0.7,0.8727951383590699,0.1308889874966131,0.0567388308048248,CoLA,2,Qwen3-8B-Base,base_withoutConfidence,qwen,3,base,8
Qwen3-14B-Base_base_withoutConfidence,0.86,0.72,0.8591624307632446,0.1443214813831912,0.0452098125219345,CoLA,2,Qwen3-14B-Base,base_withoutConfidence,qwen,3,base,14
Mistral-7B-v0.1_base_withoutConfidence,0.605,0.2099999999999999,0.5940423709154129,0.0828241835267559,0.0297184616327286,CoLA,2,Mistral-7B-v0.1,base_withoutConfidence,mistral,0.1,base,7
Mistral-7B-v0.2_base_withoutConfidence,0.655,0.31,0.5947511208057403,0.075131588868786,0.0602488791942596,CoLA,2,Mistral-7B-v0.2,base_withoutConfidence,mistral,0.2,base,7
Mistral-7B-v0.3_base_withoutConfidence,0.655,0.31,0.5947511121630669,0.0751315907054084,0.0602488878369331,CoLA,2,Mistral-7B-v0.3,base_withoutConfidence,mistral,0.3,base,7
Mistral-Nemo-Base-2407_base_withoutConfidence,0.68,0.3600000000000001,0.6179465572535991,0.1048885497532474,0.0620534427464008,CoLA,2,Mistral-Nemo-Base-2407,base_withoutConfidence,mistral,nemo,base,12
Mixtral-8x7B-v0.1_base_withoutConfidence,0.745,0.49,0.6689951904118061,0.128747969038585,0.0821204446256161,CoLA,2,Mixtral-8x7B-v0.1,base_withoutConfidence,mistral,0.1,base,13
Llama-2-7b-hf_base_withoutConfidence,0.62,0.24,0.5515248720347882,0.0538930228689666,0.0684751279652118,CoLA,2,Llama-2-7b-hf,base_withoutConfidence,llama,2,base,7
Llama-2-13b-hf_base_withoutConfidence,0.695,0.3899999999999999,0.5553854028880596,0.054234734609286,0.1471539483964443,CoLA,2,Llama-2-13b-hf,base_withoutConfidence,llama,2,base,13
Llama-3.1-8B_base_withoutConfidence,0.73,0.4599999999999999,0.6158993811905384,0.0872415319559172,0.1141006188094616,CoLA,2,Llama-3.1-8B,base_withoutConfidence,llama,3.1,base,8
Meta-Llama-3-8B_base_withoutConfidence,0.775,0.55,0.5838372546434403,0.0649844660654848,0.1958698207139969,CoLA,2,Meta-Llama-3-8B,base_withoutConfidence,llama,3,base,8
Llama-3.2-3B_base_withoutConfidence,0.55,0.1,0.5521099609136582,0.051486947783861,0.0421726685762405,CoLA,2,Llama-3.2-3B,base_withoutConfidence,llama,3.2,base,3
Qwen2.5-3B-Instruct_instruct_withoutConfidence,0.695,0.3899999999999999,0.9954337721499248,0.0308816891483249,0.3043577225192409,CoLA,2,Qwen2.5-3B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,3
Qwen2.5-7B-Instruct_instruct_withoutConfidence,0.8617886178861789,0.7235772357723578,0.9742812162792328,0.0927518156434794,0.1243011007501525,CoLA,2,Qwen2.5-7B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,7
Qwen2.5-14B-Instruct_instruct_withoutConfidence,0.835,0.6699999999999999,0.9939275913317432,0.0400570323519091,0.1589275913317432,CoLA,2,Qwen2.5-14B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,14
Qwen3-4B-Instruct-2507_instruct_withoutConfidence,0.86,0.72,0.993817154014836,0.0300461224083727,0.1338171540148361,CoLA,2,Qwen3-4B-Instruct-2507,instruct_withoutConfidence,qwen,3,instruct,4
Mistral-7B-Instruct-v0.1_instruct_withoutConfidence,0.735,0.47,0.7835880365282122,0.1515502317145783,0.0501943963012224,CoLA,2,Mistral-7B-Instruct-v0.1,instruct_withoutConfidence,mistral,0.1,instruct,7
Mistral-7B-Instruct-v0.2_instruct_withoutConfidence,0.83,0.6599999999999999,0.994212485300616,0.0366126495244023,0.1653265881033311,CoLA,2,Mistral-7B-Instruct-v0.2,instruct_withoutConfidence,mistral,0.2,instruct,7
Mistral-7B-Instruct-v0.3_instruct_withoutConfidence,0.76,0.52,0.98447294221989,0.0632979462168135,0.2277485496263145,CoLA,2,Mistral-7B-Instruct-v0.3,instruct_withoutConfidence,mistral,0.3,instruct,7
Mistral-Nemo-Instruct-2407_instruct_withoutConfidence,0.73,0.4599999999999999,0.8746148070634615,0.1510161901450071,0.1593982410700072,CoLA,2,Mistral-Nemo-Instruct-2407,instruct_withoutConfidence,mistral,nemo,instruct,12
Llama-2-7b-chat-hf_instruct_withoutConfidence,0.57,0.1399999999999999,0.9932618402817556,0.0174776528035065,0.4232618402817554,CoLA,2,Llama-2-7b-chat-hf,instruct_withoutConfidence,llama,2,instruct,7
Llama-2-13b-chat-hf_instruct_withoutConfidence,0.47,-0.06,0.9057333381102248,0.1259234083358452,0.4464130490202986,CoLA,2,Llama-2-13b-chat-hf,instruct_withoutConfidence,llama,2,instruct,13
Meta-Llama-3.1-8B-Instruct_instruct_withoutConfidence,0.58,0.1599999999999999,0.7879113809377415,0.1532927427679783,0.2079113809377415,CoLA,2,Meta-Llama-3.1-8B-Instruct,instruct_withoutConfidence,llama,3.1,instruct,8
Llama-3.2-3B-Instruct_instruct_withoutConfidence,0.51,0.02,0.949263908580296,0.0905038467168535,0.4392639085802963,CoLA,2,Llama-3.2-3B-Instruct,instruct_withoutConfidence,llama,3.2,instruct,3
Meta-Llama-3-8B-Instruct_instruct_withoutConfidence,0.6565656565656566,0.3131313131313131,0.8439384348615332,0.1633763819309801,0.1873727782958767,CoLA,2,Meta-Llama-3-8B-Instruct,instruct_withoutConfidence,llama,3,instruct,8
Qwen2.5-3B_base_45,0.835820895522388,0.6716417910447761,0.8060944925493269,0.1362823342187326,0.0297264029730611,QNLI,2,Qwen2.5-3B,base_45,qwen,2.5,base,3
Qwen2.5-3B_base_new_56,0.825,0.6499999999999999,0.7395090663433075,0.1323137665757486,0.0854909336566925,QNLI,2,Qwen2.5-3B,base_new_56,qwen,2.5,base,3
Qwen2.5-7B_base_45,0.8351063829787234,0.6702127659574468,0.8346662513436155,0.1366256749316348,0.0392863530110805,QNLI,2,Qwen2.5-7B,base_45,qwen,2.5,base,7
Qwen2.5-7B_base_new_56,0.815,0.6299999999999999,0.7345490887761116,0.1451407933355949,0.0804509112238884,QNLI,2,Qwen2.5-7B,base_new_56,qwen,2.5,base,7
Qwen2.5-14B_base_45,0.875,0.75,0.8568217226862908,0.1320704152377911,0.0404167011380195,QNLI,2,Qwen2.5-14B,base_45,qwen,2.5,base,14
Qwen2.5-14B_base_new_56,0.865,0.73,0.7542927689850331,0.1351594625393844,0.1107072310149669,QNLI,2,Qwen2.5-14B,base_new_56,qwen,2.5,base,14
Qwen3-4B-Base_base_45,0.8198198198198198,0.6396396396396395,0.8759816874254931,0.1209222652298357,0.0615695876044195,QNLI,2,Qwen3-4B-Base,base_45,qwen,3,base,4
Qwen3-4B-Base_base_new_56,0.855,0.71,0.8217276227474213,0.1311261745226214,0.0606114441156386,QNLI,2,Qwen3-4B-Base,base_new_56,qwen,3,base,4
Qwen3-8B-Base_base_45,0.8844221105527639,0.7688442211055277,0.9090608654908798,0.1216086878814744,0.024638754938116,QNLI,2,Qwen3-8B-Base,base_45,qwen,3,base,8
Qwen3-8B-Base_base_new_56,0.895,0.79,0.8487649759650231,0.1379339661386337,0.0628944078087806,QNLI,2,Qwen3-8B-Base,base_new_56,qwen,3,base,8
Qwen3-14B-Base_base_45,0.86,0.72,0.830789050757885,0.153787789124989,0.0340964189171791,QNLI,2,Qwen3-14B-Base,base_45,qwen,3,base,14
Qwen3-14B-Base_base_new_56,0.875,0.75,0.816162787079811,0.1361312328072494,0.0717667186260223,QNLI,2,Qwen3-14B-Base,base_new_56,qwen,3,base,14
Mistral-7B-v0.1_base_45,0.63,0.26,0.5690407627820968,0.051973207263147,0.0609592372179031,QNLI,2,Mistral-7B-v0.1,base_45,mistral,0.1,base,7
Mistral-7B-v0.1_base_new_56,0.67,0.3400000000000001,0.5508333680033684,0.0441688127818761,0.1191666319966316,QNLI,2,Mistral-7B-v0.1,base_new_56,mistral,0.1,base,7
Mistral-7B-v0.2_base_45,0.645,0.29,0.5747744451463223,0.0631563065040418,0.075140024870634,QNLI,2,Mistral-7B-v0.2,base_45,mistral,0.2,base,7
Mistral-7B-v0.2_base_new_56,0.705,0.4099999999999999,0.5714244796335697,0.057226443303667,0.1335755203664302,QNLI,2,Mistral-7B-v0.2,base_new_56,mistral,0.2,base,7
Mistral-7B-v0.3_base_45,0.645,0.29,0.5747744466364384,0.0631563054942768,0.0751400245726108,QNLI,2,Mistral-7B-v0.3,base_45,mistral,0.3,base,7
Mistral-7B-v0.3_base_new_56,0.705,0.4099999999999999,0.5714244769513607,0.0572264427402526,0.1335755230486392,QNLI,2,Mistral-7B-v0.3,base_new_56,mistral,0.3,base,7
Mistral-Nemo-Base-2407_base_45,0.6,0.1999999999999999,0.5619373267889023,0.0544974946235525,0.0605341202020644,QNLI,2,Mistral-Nemo-Base-2407,base_45,mistral,nemo,base,12
Mistral-Nemo-Base-2407_base_new_56,0.56,0.1200000000000001,0.5747196535766125,0.0576154206116834,0.032324043661356,QNLI,2,Mistral-Nemo-Base-2407,base_new_56,mistral,nemo,base,12
Mixtral-8x7B-v0.1_base_45,0.76,0.52,0.5952113527059555,0.075816264588627,0.1846397393941879,QNLI,2,Mixtral-8x7B-v0.1,base_45,mistral,0.1,base,13
Mixtral-8x7B-v0.1_base_new_56,0.76,0.52,0.5635545992851257,0.0589650601607659,0.1964454007148743,QNLI,2,Mixtral-8x7B-v0.1,base_new_56,mistral,0.1,base,13
Llama-2-7b-hf_base_45,0.545,0.09,0.5529472924768924,0.0497007342506459,0.049815449565649,QNLI,2,Llama-2-7b-hf,base_45,llama,2,base,7
Llama-2-7b-hf_base_new_56,0.535,0.07,0.5445136025547981,0.0400917073153499,0.0283738645911217,QNLI,2,Llama-2-7b-hf,base_new_56,llama,2,base,7
Llama-2-13b-hf_base_45,0.555,0.1100000000000001,0.5560469022393226,0.0498293936998107,0.0318703553080558,QNLI,2,Llama-2-13b-hf,base_45,llama,2,base,13
Llama-2-13b-hf_base_new_56,0.53,0.06,0.570288171172142,0.0545504356356128,0.0766674089431762,QNLI,2,Llama-2-13b-hf,base_new_56,llama,2,base,13
Llama-3.1-8B_base_45,0.565,0.1299999999999999,0.5642636996507645,0.0556304642227196,0.0320914077758788,QNLI,2,Llama-3.1-8B,base_45,llama,3.1,base,8
Llama-3.1-8B_base_new_56,0.505,0.01,0.5573681484162808,0.0486264264157852,0.0523681484162807,QNLI,2,Llama-3.1-8B,base_new_56,llama,3.1,base,8
Meta-Llama-3-8B_base_45,0.545,0.09,0.5635442228615284,0.0518357954398419,0.070136687606573,QNLI,2,Meta-Llama-3-8B,base_45,llama,3,base,8
Meta-Llama-3-8B_base_new_56,0.5,0.0,0.5651486019790173,0.0533777532901955,0.0651486019790172,QNLI,2,Meta-Llama-3-8B,base_new_56,llama,3,base,8
Llama-3.2-3B_base_45,0.465,-0.0699999999999999,0.6720643246173859,0.1261152493494965,0.2221866655349731,QNLI,2,Llama-3.2-3B,base_45,llama,3.2,base,3
Llama-3.2-3B_base_new_56,0.52,0.04,0.6204951417446136,0.0946637853024952,0.1013479787111282,QNLI,2,Llama-3.2-3B,base_new_56,llama,3.2,base,3
Qwen2.5-3B-Instruct_instruct_2,0.645,0.29,0.923972368920921,0.1169226970828418,0.2789723689209211,QNLI,2,Qwen2.5-3B-Instruct,instruct_2,qwen,2.5,instruct,3
Qwen2.5-7B-Instruct_instruct_2,0.745,0.49,0.9608726290859564,0.1006269217090678,0.2158726290859564,QNLI,2,Qwen2.5-7B-Instruct,instruct_2,qwen,2.5,instruct,7
Qwen2.5-14B-Instruct_instruct_2,0.935,0.8700000000000001,0.995079499175786,0.0327634569476798,0.0600794991757858,QNLI,2,Qwen2.5-14B-Instruct,instruct_2,qwen,2.5,instruct,14
Qwen3-4B-Instruct-2507_instruct_2,0.8944723618090452,0.7889447236180904,0.9929451767433762,0.0447978787014303,0.1033409564848533,QNLI,2,Qwen3-4B-Instruct-2507,instruct_2,qwen,3,instruct,4
Mistral-7B-Instruct-v0.1_instruct_2,0.575,0.1499999999999999,0.7642985724987739,0.1435250183308863,0.1892985724987737,QNLI,2,Mistral-7B-Instruct-v0.1,instruct_2,mistral,0.1,instruct,7
Mistral-7B-Instruct-v0.2_instruct_2,0.7783505154639175,0.5567010309278351,0.9944349955465472,0.033710917693215,0.2160844800826296,QNLI,2,Mistral-7B-Instruct-v0.2,instruct_2,mistral,0.2,instruct,7
Mistral-7B-Instruct-v0.3_instruct_2,0.8391959798994975,0.6783919597989949,0.9695016705446172,0.0874406439368056,0.1303056906451199,QNLI,2,Mistral-7B-Instruct-v0.3,instruct_2,mistral,0.3,instruct,7
Mistral-Nemo-Instruct-2407_instruct_2,0.67,0.3400000000000001,0.7994794941600198,0.1568294376863334,0.12947949416002,QNLI,2,Mistral-Nemo-Instruct-2407,instruct_2,mistral,nemo,instruct,12
Mixtral-8x7B-Instruct-v0.1_instruct_2,0.8571428571428571,0.7142857142857142,0.9937576301915306,0.0393590798729487,0.1386239914703923,QNLI,2,Mixtral-8x7B-Instruct-v0.1,instruct_2,mistral,0.1,instruct,13
Llama-2-7b-chat-hf_instruct_2,0.51,0.02,0.8969276423529138,0.1334865043729658,0.3869276423529136,QNLI,2,Llama-2-7b-chat-hf,instruct_2,llama,2,instruct,7
Llama-2-13b-chat-hf_instruct_2,0.0,-1.0,0.9999894664803044,,0.9999894664803044,QNLI,2,Llama-2-13b-chat-hf,instruct_2,llama,2,instruct,13
Meta-Llama-3.1-8B-Instruct_instruct_2,0.54,0.08,0.8275811689479303,0.1493095879687593,0.2875811689479303,QNLI,2,Meta-Llama-3.1-8B-Instruct,instruct_2,llama,3.1,instruct,8
Llama-3.2-3B-Instruct_instruct_2,0.505,0.01,0.8924589391812026,0.1217424130718497,0.3874589391812024,QNLI,2,Llama-3.2-3B-Instruct,instruct_2,llama,3.2,instruct,3
Meta-Llama-3-8B-Instruct_instruct_2,0.5175879396984925,0.0351758793969849,0.93237624923971,0.1192195358821674,0.4173171949887109,QNLI,2,Meta-Llama-3-8B-Instruct,instruct_2,llama,3,instruct,8
Qwen2.5-3B_base_withoutConfidence,0.84,0.6799999999999999,0.7615596172213555,0.1389763538691159,0.0785884442925453,QNLI,2,Qwen2.5-3B,base_withoutConfidence,qwen,2.5,base,3
Qwen2.5-7B_base_withoutConfidence,0.815,0.6299999999999999,0.7912081453204155,0.1480051841843318,0.0373340180516243,QNLI,2,Qwen2.5-7B,base_withoutConfidence,qwen,2.5,base,7
Qwen2.5-14B_base_withoutConfidence,0.875,0.75,0.8500082364678383,0.1399981322730809,0.038743881881237,QNLI,2,Qwen2.5-14B,base_withoutConfidence,qwen,2.5,base,14
Qwen3-4B-Base_base_withoutConfidence,0.845,0.69,0.8727245312929154,0.1253393739426116,0.0372779232263564,QNLI,2,Qwen3-4B-Base,base_withoutConfidence,qwen,3,base,4
Qwen3-8B-Base_base_withoutConfidence,0.9,0.8,0.9053780460357664,0.1356667765227207,0.0252577280998228,QNLI,2,Qwen3-8B-Base,base_withoutConfidence,qwen,3,base,8
Qwen3-14B-Base_base_withoutConfidence,0.905,0.81,0.8812714383006096,0.1272245380749061,0.0367706003785133,QNLI,2,Qwen3-14B-Base,base_withoutConfidence,qwen,3,base,14
Mistral-7B-v0.1_base_withoutConfidence,0.58,0.1599999999999999,0.5735277634859085,0.0545168496179005,0.0362812709808349,QNLI,2,Mistral-7B-v0.1,base_withoutConfidence,mistral,0.1,base,7
Mistral-7B-v0.2_base_withoutConfidence,0.6,0.1999999999999999,0.6020679266750812,0.0741347119737651,0.0457186190783977,QNLI,2,Mistral-7B-v0.2,base_withoutConfidence,mistral,0.2,base,7
Mistral-7B-v0.3_base_withoutConfidence,0.6,0.1999999999999999,0.6020679290592671,0.0741347200059458,0.0457186166942119,QNLI,2,Mistral-7B-v0.3,base_withoutConfidence,mistral,0.3,base,7
Mistral-Nemo-Base-2407_base_withoutConfidence,0.56,0.1200000000000001,0.595574316829443,0.0713642760974602,0.0708019568026065,QNLI,2,Mistral-Nemo-Base-2407,base_withoutConfidence,mistral,nemo,base,12
Mixtral-8x7B-v0.1_base_withoutConfidence,0.645,0.29,0.6216969247162342,0.1056253033686583,0.0341557554900646,QNLI,2,Mixtral-8x7B-v0.1,base_withoutConfidence,mistral,0.1,base,13
Llama-2-7b-hf_base_withoutConfidence,0.53,0.06,0.5486880151927471,0.0494017286425276,0.0601752339303493,QNLI,2,Llama-2-7b-hf,base_withoutConfidence,llama,2,base,7
Llama-2-13b-hf_base_withoutConfidence,0.565,0.1299999999999999,0.5764826352894307,0.0536303930675495,0.0221528922021389,QNLI,2,Llama-2-13b-hf,base_withoutConfidence,llama,2,base,13
Llama-3.1-8B_base_withoutConfidence,0.605,0.2099999999999999,0.5852446042001247,0.0645727456126194,0.0292763347923755,QNLI,2,Llama-3.1-8B,base_withoutConfidence,llama,3.1,base,8
Meta-Llama-3-8B_base_withoutConfidence,0.545,0.09,0.5971207079291344,0.0677793079562888,0.0615601280331612,QNLI,2,Meta-Llama-3-8B,base_withoutConfidence,llama,3,base,8
Llama-3.2-3B_base_withoutConfidence,0.52,0.04,0.6238394919037819,0.0885991918549638,0.1558481755852699,QNLI,2,Llama-3.2-3B,base_withoutConfidence,llama,3.2,base,3
Qwen2.5-3B-Instruct_instruct_withoutConfidence,0.715,0.4299999999999999,0.9778275812735342,0.071113805188973,0.2628275812735342,QNLI,2,Qwen2.5-3B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,3
Qwen2.5-7B-Instruct_instruct_withoutConfidence,0.8713450292397661,0.7426900584795322,0.9870861341232168,0.0597498276320368,0.1203298397392062,QNLI,2,Qwen2.5-7B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,7
Qwen2.5-14B-Instruct_instruct_withoutConfidence,0.935,0.8700000000000001,0.9967887414704468,0.026164038350598,0.0667557066129223,QNLI,2,Qwen2.5-14B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,14
Qwen3-4B-Instruct-2507_instruct_withoutConfidence,0.885,0.77,0.9906709807340324,0.0546838443090938,0.1109864527748907,QNLI,2,Qwen3-4B-Instruct-2507,instruct_withoutConfidence,qwen,3,instruct,4
Mistral-7B-Instruct-v0.1_instruct_withoutConfidence,0.678391959798995,0.35678391959799,0.7443741218923154,0.1391473527296022,0.1019557155806642,QNLI,2,Mistral-7B-Instruct-v0.1,instruct_withoutConfidence,mistral,0.1,instruct,7
Mistral-7B-Instruct-v0.2_instruct_withoutConfidence,0.82,0.6399999999999999,0.992338044117784,0.0396848308663558,0.1772925694869399,QNLI,2,Mistral-7B-Instruct-v0.2,instruct_withoutConfidence,mistral,0.2,instruct,7
Mistral-7B-Instruct-v0.3_instruct_withoutConfidence,0.88,0.76,0.9862148405758646,0.0545831296865679,0.1097529376524302,QNLI,2,Mistral-7B-Instruct-v0.3,instruct_withoutConfidence,mistral,0.3,instruct,7
Mistral-Nemo-Instruct-2407_instruct_withoutConfidence,0.53,0.06,0.8526161092391686,0.1384659056267735,0.3226161092391686,QNLI,2,Mistral-Nemo-Instruct-2407,instruct_withoutConfidence,mistral,nemo,instruct,12
Llama-2-7b-chat-hf_instruct_withoutConfidence,0.515,0.03,0.9493996481103388,0.1187219417321985,0.4396074329201019,QNLI,2,Llama-2-7b-chat-hf,instruct_withoutConfidence,llama,2,instruct,7
Llama-2-13b-chat-hf_instruct_withoutConfidence,0.51,0.02,0.922017746479991,0.1386931739445262,0.412950524223763,QNLI,2,Llama-2-13b-chat-hf,instruct_withoutConfidence,llama,2,instruct,13
Meta-Llama-3.1-8B-Instruct_instruct_withoutConfidence,0.8291457286432161,0.6582914572864322,0.7673754698565606,0.1512963538106153,0.0680423912463246,QNLI,2,Meta-Llama-3.1-8B-Instruct,instruct_withoutConfidence,llama,3.1,instruct,8
Llama-3.2-3B-Instruct_instruct_withoutConfidence,0.545,0.09,0.9263842531827025,0.1104906401375532,0.3813842531827025,QNLI,2,Llama-3.2-3B-Instruct,instruct_withoutConfidence,llama,3.2,instruct,3
Meta-Llama-3-8B-Instruct_instruct_withoutConfidence,0.59,0.1799999999999999,0.8507889413303693,0.1525678019099966,0.2669444147708368,QNLI,2,Meta-Llama-3-8B-Instruct,instruct_withoutConfidence,llama,3,instruct,8
Qwen2.5-3B_base_45,0.7518796992481203,0.5037593984962405,0.8295171198092008,0.1382785624077995,0.0776374205610806,QQP,2,Qwen2.5-3B,base_45,qwen,2.5,base,3
Qwen2.5-3B_base_new_56,0.8140703517587939,0.6281407035175879,0.8320243834850177,0.1383334390413989,0.0668131583300067,QQP,2,Qwen2.5-3B,base_new_56,qwen,2.5,base,3
Qwen2.5-7B_base_45,0.8539325842696629,0.7078651685393258,0.8308768714411875,0.149513152432033,0.0462515642133991,QQP,2,Qwen2.5-7B,base_45,qwen,2.5,base,7
Qwen2.5-7B_base_new_56,0.86,0.72,0.716335304826498,0.1458372751324832,0.1436646951735019,QQP,2,Qwen2.5-7B,base_new_56,qwen,2.5,base,7
Qwen2.5-14B_base_45,0.84,0.6799999999999999,0.8631292217969895,0.1331855589456532,0.0328182178735732,QQP,2,Qwen2.5-14B,base_45,qwen,2.5,base,14
Qwen2.5-14B_base_new_56,0.835,0.6699999999999999,0.8168361595273018,0.140105480070205,0.0307451894879341,QQP,2,Qwen2.5-14B,base_new_56,qwen,2.5,base,14
Qwen3-4B-Base_base_45,0.8258426966292135,0.651685393258427,0.8793712028961503,0.1294714432902695,0.0728161694963326,QQP,2,Qwen3-4B-Base,base_45,qwen,3,base,4
